,LacI protein_amici,LacI protein_copasi,LacI protein_tellurium,TetR protein_amici,TetR protein_copasi,TetR protein_tellurium,cI protein_amici,cI protein_copasi,cI protein_tellurium,LacI mRNA_amici,LacI mRNA_copasi,LacI mRNA_tellurium,TetR mRNA_amici,TetR mRNA_copasi,TetR mRNA_tellurium,cI mRNA_amici,cI mRNA_copasi,cI mRNA_tellurium
0,1971.2685725983274,597.0,1971.2653391300069,51.89555391414002,77.0,51.89532318415641,1971.2685725983274,43.0,1971.2653391300069,32.523910673590926,0.0,32.52406698667375,0.6892130716547203,0.0,0.6892035331711625,32.523910673590926,20.0,32.52406698667375
1,2056.478842725034,712.0,2056.474962044217,53.31859985904903,73.0,53.31841846735163,2056.478842725034,40.0,2056.474962044217,32.30248562670495,0.0,32.302603469565966,0.7745833903089809,0.0,0.7745741648066578,32.30248562670495,25.0,32.302603469565966
2,2133.4750014522638,855.0,2133.4726497874913,55.25777360474032,69.0,55.25756261387159,2133.4750014522638,35.0,2133.4726497874913,31.77732448919783,0.0,31.77748101839807,0.8719313747067353,0.0,0.8719206431650574,31.77732448919783,20.0,31.77748101839807
3,2200.7609953341134,1006.0,2200.761146927173,57.76404784553581,70.0,57.7638402162111,2200.7609953341134,32.0,2200.761146927173,30.946461535496308,0.0,30.946693039954724,0.9828600464232741,0.0,0.9828485082650332,30.946461535496308,18.0,30.946693039954724
4,2256.9624325043765,1091.0,2256.965006452328,60.89636767901163,74.0,60.89611974707414,2256.9624325043765,31.0,2256.965006452328,29.818384871350702,0.0,29.81861794460568,1.109167459697963,0.0,1.1091537977865331,29.818384871350702,21.0,29.81861794460568
5,2300.8927338252797,1187.0,2300.8970214944197,64.72248382858125,74.0,64.7221534870671,2300.8927338252797,28.0,2300.8970214944197,28.413223295401938,0.0,28.41342984111229,1.2528649566733348,0.0,1.2528483948981393,28.413223295401938,29.0,28.41342984111229
6,2331.620371915326,1275.0,2331.626083835358,69.31985471995792,75.0,69.3194330949041,2331.620371915326,28.0,2331.626083835358,26.763099348882335,0.0,26.76329436482953,1.4161955521948524,0.0,1.416176170344712,26.763099348882335,29.0,26.76329436482953
7,2348.529840962409,1411.0,2348.536698590659,74.7766054143992,73.0,74.7760784587281,2348.529840962409,26.0,2348.536698590659,24.911316059277365,0.0,24.911497932444345,1.6016517549019458,0.0,1.6016293592259185,24.911316059277365,37.0,24.911497932444345
8,2351.3691135019226,1572.0,2351.3768062226577,81.19254604121934,70.0,81.19190127923524,2351.3691135019226,23.0,2351.3768062226577,22.910201621098548,0.0,22.910366422128092,1.8119922768327403,0.0,1.8119666419986444,22.910201621098548,37.0,22.910366422128092
9,2340.2747840510365,1711.0,2340.2827706679614,88.68021866200688,60.0,88.67945458510174,2340.2747840510365,21.0,2340.2827706679614,20.817747987414883,1.0,20.817850938872528,2.0502562852718094,0.0,2.0502272381719955,20.817747987414883,33.0,20.817850938872528
10,2315.7701406961232,1928.0,2315.7776915619797,97.36596373002102,55.0,97.36505774043506,2315.7701406961232,27.0,2315.7776915619797,18.693440195948128,1.0,18.69351614499866,2.3197740975048005,0.0,2.3197411175983444,18.693440195948128,27.0,18.69351614499866
11,2278.7345405500023,2113.0,2278.7416266669475,107.39096548765767,44.0,107.3898821645917,2278.7345405500023,27.0,2278.7416266669475,16.59393886017032,1.0,16.59405778664592,2.6241725035546173,0.0,2.6241350059263313,16.59393886017032,23.0,16.59405778664592
12,2230.3473385123825,2322.0,2230.3546205603175,118.91224159426501,45.0,118.91095991801389,2230.3473385123825,35.0,2230.3546205603175,14.569266224473724,1.0,14.569430152145937,2.9673727280136792,0.0,2.9673304209294584,14.569266224473724,22.0,14.569430152145937
13,2172.013172285068,2472.0,2172.021018894245,132.10352126142786,53.0,132.10202239263262,2172.013172285068,40.0,2172.021018894245,12.660040339270633,0.0,12.660224280966343,3.353578425897081,0.0,3.353530813669295,12.660040339270633,22.0,12.660224280966343
14,2105.2783300699116,2604.0,2105.28691913852,147.1559400995745,52.0,147.15419811042742,2105.2783300699116,47.0,2105.28691913852,10.89603261827522,0.0,10.896227347720822,3.787250821995311,0.0,3.787197330355912,10.89603261827522,19.0,10.896227347720822
15,2031.7473982228832,2688.0,2031.756903912293,164.27847154230744,53.0,164.27645871277738,2031.7473982228832,51.0,2031.756903912293,9.296010406275073,0.0,9.296208842249383,4.273067625657457,0.0,4.27300772191057,9.296010406275073,21.0,9.296208842249383
16,1953.0082558072259,2864.0,1953.018714392682,183.69798513385214,60.0,183.69567321478002,1953.0082558072259,55.0,1953.018714392682,7.868640602695712,0.0,7.868828237421014,4.815861698410814,0.0,4.815794819182262,7.868640602695712,19.0,7.868828237421014
17,1870.5706180577708,3045.0,1870.5818930849,205.65881474457456,69.0,205.65617213440277,1870.5706180577708,75.0,1870.5818930849,6.614077788661331,1.0,6.614249149775557,5.4205358008484295,0.0,5.420461340837449,6.614077788661331,15.0,6.614249149775557
18,1785.8207544501354,3177.0,1785.8326856139615,230.42168577504506,65.0,230.4186781044699,1785.8207544501354,82.0,1785.8326856139615,5.525890320445065,0.0,5.526044321990358,6.091948803431857,0.0,6.09186621630588,5.525890320445065,14.0,5.526044321990358
19,1699.992228794154,3258.0,1700.0046018514465,258.261853110282,66.0,258.2584477577508,1699.992228794154,86.0,1700.0046018514465,4.593003401207229,0.0,4.593141366825622,6.83477013794083,0.0,6.834678995126265,4.593003401207229,12.0,4.593141366825622
20,1614.1511862903587,3354.0,1614.163846000803,289.46626380851626,63.0,289.46242159137205,1614.1511862903587,103.0,1614.163846000803,3.8014660927833193,0.0,3.8015900336578725,7.653298560914624,0.0,7.653198309159248,3.8014660927833193,7.0,3.8015900336578725
21,1529.1934451789791,3539.0,1529.2062082918656,324.32957432165585,64.0,324.32526252628315,1529.1934451789791,105.0,1529.2062082918656,3.1359158060218486,0.0,3.1360312989427417,8.55124388675244,0.0,8.551134297702438,3.1359158060218486,5.0,3.1360312989427417
22,1445.8504610800267,3766.0,1445.8631992217786,363.1488433127794,89.0,363.1440224555451,1445.8504610800267,121.0,1445.8631992217786,2.5807074347117385,0.0,2.5808006639213024,9.53147130684856,0.0,9.531352082850205,2.5807074347117385,5.0,2.5808006639213024
23,1364.7013380463147,4047.0,1364.7138174713748,406.21675157896476,100.0,406.21139431660896,1364.7013380463147,146.0,1364.7138174713748,2.1207174190840137,0.0,2.120783293215745,10.595711273292961,0.0,10.595582521403383,2.1207174190840137,3.0,2.120783293215745
24,1286.188440491987,4312.0,1286.2004825991407,453.8132296873299,112.0,453.80730258066626,1286.188440491987,146.0,1286.2004825991407,1.7418686501626162,0.0,1.7419176276218529,11.744240577651542,0.0,11.744102564962889,1.7418686501626162,5.0,1.7419176276218529
25,1210.6346804460968,4479.0,1210.6462042865373,506.19544131246505,106.0,506.18892629658956,1210.6346804460968,137.0,1210.6462042865373,1.431427925408893,0.0,1.4314656869494178,12.975545008730268,2.0,12.97539834520104,1.431427925408893,4.0,1.4314656869494178
26,1138.2610265102203,4695.0,1138.2719840081245,563.5861487513213,113.0,563.5790308530038,1138.2610265102203,136.0,1138.2719840081245,1.1781352629125497,0.0,1.1781627665633065,14.285977628592915,1.0,14.285823230510521,1.1781352629125497,3.0,1.1781627665633065
